Date,Open,High,Low,Close,Volume
1529280001,0.014750,0.014810,0.014477,0.014730,1924.003918
1529366401,0.014732,0.014856,0.014476,0.014654,1971.099274
1529452801,0.014654,0.014725,0.014433,0.014546,1699.159931
1529539201,0.014503,0.014625,0.014319,0.014338,1850.377203
1529625601,0.014393,0.014429,0.013554,0.014032,2062.837084
1529712001,0.014036,0.014142,0.013382,0.013486,1656.125249
1529798401,0.013493,0.013521,0.012660,0.013104,2277.223948
1529884801,0.013090,0.013362,0.012861,0.013065,1717.363495
1529971201,0.013029,0.013176,0.012484,0.012489,1805.938067
1530057601,0.012484,0.013244,0.012428,0.013183,1798.758819
1530144001,0.013180,0.013214,0.012699,0.012699,1745.453739
1530230401,0.012732,0.012858,0.012438,0.012733,1747.860605
1530316801,0.012765,0.013021,0.012550,0.012695,1852.377257
1530403201,0.012714,0.012714,0.012349,0.012540,1514.303094
1530489601,0.012576,0.013029,0.012435,0.012914,931.383476
1530576001,0.012877,0.013484,0.012849,0.013078,1170.805474
1530662401,0.013068,0.013176,0.012922,0.012958,1827.061885
1530748801,0.012940,0.013039,0.012654,0.012767,2013.824696
1530835201,0.012768,0.012847,0.012440,0.012550,1722.987407
1530921601,0.012581,0.012634,0.012150,0.012569,1835.401208
1531008001,0.012565,0.012627,0.003124,0.012273,3186.052073
1531094401,0.012253,0.012306,0.012003,0.012080,1783.621238
1531180801,0.012061,0.012223,0.011678,0.012016,1820.492964
1531267201,0.012016,0.012669,0.011966,0.012239,1838.156587
1531353601,0.012222,0.012379,0.012029,0.012262,1782.970717
1531440001,0.012291,0.012435,0.012204,0.012315,2270.828599
1531526401,0.012331,0.012350,0.012135,0.012186,1691.582335
1531612801,0.012178,0.012425,0.012100,0.012347,992.560163
1531699201,0.012348,0.012567,0.012224,0.012466,2667.216352
1531785601,0.012420,0.012494,0.011946,0.012136,2453.724053
1531872001,0.012117,0.012590,0.011689,0.011734,2406.961977
