Date,Open,High,Low,Close,Volume
1531872001,88.234000,88.442000,87.914280,88.015000,9.217829
1531873801,88.082300,88.687654,88.082300,88.687654,20.483265
1531875601,88.688097,88.688097,88.139582,88.233000,16.409011
1531877401,88.331700,88.614000,88.320000,88.440000,9.927800
1531879201,88.672000,89.321442,88.634400,89.321442,15.737848
1531881001,89.321442,92.314946,89.321442,92.279000,388.485506
1531882801,91.855668,93.000000,91.400000,91.400000,25.678123
1531884601,91.262143,91.396316,90.310559,90.940317,76.290876
1531886401,90.943955,90.943955,89.681688,90.171000,32.944133
1531888201,89.996743,91.037348,89.996743,90.819000,15.450132
1531890001,90.893400,91.098175,90.310559,91.050000,40.679656
1531891801,90.651000,90.939545,90.310559,90.800000,41.787292
1531893601,90.159372,90.591828,90.041741,90.287000,22.751968
1531895401,90.118686,90.848597,90.118686,90.507100,57.472508
1531897201,90.699546,90.699546,89.681688,90.149594,43.028571
1531899001,89.997000,90.257928,89.700449,90.250000,18.362353
1531900801,90.030000,90.249549,88.496907,89.110000,84.945543
1531902601,88.437054,89.948000,88.437054,89.850000,25.838715
1531904401,89.802000,90.041291,89.593324,89.593324,12.200292
1531906201,89.368897,90.041291,89.360000,90.041291,9.507450
1531908001,90.084178,90.462111,89.793201,90.349548,15.091382
1531909801,90.055000,90.299548,89.444032,89.839000,23.421697
1531911601,89.750900,90.162862,89.500118,90.124047,22.706561
1531913401,89.594668,90.150000,89.594668,90.000000,19.370108
1531915201,89.787200,90.490640,89.787200,90.093700,12.542985
1531917001,90.010997,91.000000,90.010997,90.310559,24.714047
1531918801,90.463400,90.797728,89.995574,90.491045,15.035137
1531920601,90.488330,90.488330,89.681688,89.956000,19.636473
1531922401,89.800898,91.000000,89.754147,89.917000,34.295084
1531924201,89.894410,90.489735,89.681688,90.179000,14.681048
1531926001,89.944900,89.994000,89.218498,89.400000,27.875034
1531927801,89.429100,89.860515,89.218944,89.860066,18.951627
1531929601,89.639500,89.951805,89.219390,89.705300,7.038287
1531931401,89.918000,90.010742,89.218944,89.821000,25.370040
1531933201,89.538000,89.857369,89.425000,89.539000,10.737300
1531935001,89.423000,90.943955,89.388795,90.943955,25.146116
1531936801,90.965000,91.500000,90.310559,90.806903,37.859064
1531938601,90.042192,90.094659,89.615842,89.615842,6.415563
1531940401,89.615842,89.615842,87.900440,88.500000,42.391543
1531942201,88.400000,88.400000,87.300000,87.304000,29.691829
1531944001,87.331000,87.507875,86.000000,86.545000,49.482121
1531945801,86.263400,87.330000,85.999367,87.330000,70.306531
1531947601,87.134400,87.679237,87.100000,87.292905,19.739822
1531949401,87.264900,87.487404,86.877524,86.907000,14.114700
1531951201,87.238100,87.317929,85.354000,85.354000,56.608684
1531953001,85.476826,86.547368,85.443000,86.310300,45.568139
1531954801,86.667600,86.667600,86.253200,86.311000,14.615903
1531956601,86.559000,86.627400,86.229500,86.327200,9.407647
