Date,Open,High,Low,Close,Volume
1529280001,508.780000,530.000000,500.335032,521.600000,2514.690288
1529366401,521.600000,549.350062,518.618287,536.660000,2360.697208
1529452801,536.830000,539.000000,521.502609,533.730000,2112.273222
1529539201,532.630000,540.000000,521.000100,523.986000,2219.220860
1529625601,525.310000,525.900000,465.000000,476.000000,3135.318734
1529712001,477.731000,490.110000,471.000000,486.694000,2157.443294
1529798401,485.915000,486.995059,435.000000,464.130000,2900.190322
1529884801,464.950000,480.000000,455.600020,467.127620,2113.033105
1529971201,467.125265,467.604623,436.000000,436.000000,2435.365375
1530057601,436.000100,443.500000,424.210000,440.400000,2125.321690
1530144001,440.452000,445.282487,425.000000,427.492000,2022.926002
1530230401,427.828624,448.000000,413.791142,439.608044,2231.056182
1530316801,440.887000,463.101000,436.537837,448.449754,2665.353564
1530403201,448.600000,451.380000,439.762665,448.814000,1719.043092
1530489601,448.242000,476.844493,442.000001,472.900000,1200.644398
1530576001,473.769635,480.000000,460.000000,464.360000,1937.523891
1530662401,462.900010,478.000000,455.630000,469.492000,2076.628853
1530748801,468.500000,480.000000,461.900000,470.390000,2448.649539
1530835201,468.840000,474.197861,457.025884,471.280000,2158.898792
1530921601,470.470000,484.000000,463.300000,483.650000,2057.092015
1531008001,483.676000,490.213367,479.100642,485.160000,2171.848013
1531094401,485.520000,489.730053,473.550000,476.199920,2149.082594
1531180801,474.740000,476.348630,435.177292,437.120000,2427.138872
1531267201,436.041000,453.129669,431.127703,446.840000,2095.433678
1531353601,447.160000,447.698110,425.000000,433.470000,2017.864495
1531440001,433.277700,444.400000,430.255060,434.507975,2036.831911
1531526401,435.034000,440.950000,430.500000,436.515000,1900.404751
1531612801,435.840000,455.000000,433.900000,448.509330,1311.536589
1531699201,448.950000,475.000000,445.873046,473.322613,2383.269440
1531785601,474.440000,504.805395,461.000000,494.547077,3394.566685
1531872001,494.547077,507.000000,466.000000,477.230000,2704.074374
