Date,Open,High,Low,Close,Volume
1531872001,494.547077,496.799940,494.547077,494.764685,39.044071
1531873801,495.827000,499.000000,495.145143,495.145143,38.100788
1531875601,498.436000,498.446450,494.645947,495.787000,33.992044
1531877401,497.560000,498.375910,495.145143,496.443000,40.952495
1531879201,496.390000,496.390000,495.145143,496.370000,40.799185
1531881001,496.480000,501.300000,495.286870,501.300000,68.094270
1531882801,501.000000,507.000000,499.399840,502.999980,100.315522
1531884601,501.174000,504.242893,497.166672,500.490000,89.427231
1531886401,498.534190,501.360039,495.145143,497.000000,73.158641
1531888201,497.480000,499.041460,496.000000,496.000000,53.045468
1531890001,497.586000,498.000000,495.000000,495.660000,57.372756
1531891801,497.000000,500.000000,495.002569,499.720000,71.198161
1531893601,499.720000,500.000000,497.267541,498.300000,42.754191
1531895401,497.450000,499.500000,497.100000,498.300000,52.375170
1531897201,497.100000,499.429426,495.000000,497.509230,64.535473
1531899001,495.000000,500.000000,495.000000,499.000000,69.468867
1531900801,499.999780,499.999910,492.010000,492.990000,84.339204
1531902601,492.000000,493.990107,490.000000,491.000000,67.225206
1531904401,492.500000,493.994940,490.500000,490.500000,58.995422
1531906201,490.500000,492.799980,490.000000,491.800000,54.580564
1531908001,491.800000,494.402064,490.643857,493.000000,85.562373
1531909801,492.999900,493.702000,490.410020,492.000000,72.236506
1531911601,492.273000,493.679980,490.500000,492.000000,57.644374
1531913401,492.000000,493.797030,490.600000,493.000000,50.928778
1531915201,491.300000,494.999900,491.300000,492.850000,56.295314
1531917001,493.787270,494.370000,491.300000,492.000000,47.997356
1531918801,492.000000,493.999900,491.500000,491.710000,11.928366
1531920601,491.710000,493.510000,488.270000,490.000000,36.150048
1531922401,489.750000,493.850000,489.000000,490.001000,16.513097
1531924201,490.000000,491.705082,489.000000,489.052000,28.129851
1531926001,491.000000,491.000000,487.500000,487.800000,63.820186
1531927801,487.510000,490.499740,487.025215,488.068252,38.213837
1531929601,488.880000,490.690000,488.063341,490.000000,64.573907
1531931401,490.000000,490.492092,487.588862,489.123000,38.480278
1531933201,490.250000,490.250000,487.500000,488.520000,33.914794
1531935001,487.500000,493.398757,487.500000,493.000000,46.482342
1531936801,492.750000,497.100000,489.536926,489.600000,83.339251
1531938601,489.600000,492.000000,484.000000,486.268540,39.077076
1531940401,485.840138,487.096546,480.010000,484.995150,50.739810
1531942201,482.267266,484.715451,480.011000,482.000000,64.771697
1531944001,481.036000,482.000000,468.602513,474.000000,162.213691
1531945801,474.000000,474.000000,466.000000,471.870000,103.653448
1531947601,472.000000,474.010000,470.368000,474.010000,49.545217
1531949401,474.000000,476.216047,473.000000,475.000010,44.777124
1531951201,475.000000,477.243126,473.158477,474.194000,58.460141
1531953001,474.711232,482.016208,473.158477,479.864938,55.836767
1531954801,477.482380,479.426000,476.083180,476.083180,37.214010
1531956601,477.230000,477.480000,476.000000,477.413000,36.414060
