Date,Open,High,Low,Close,Volume
1531339201,6409.000000,6435.415610,6387.471600,6413.230000,100.857456
1531353601,6430.199977,6430.200000,6365.880000,6382.600000,81.686618
1531368001,6392.006640,6392.006640,6205.789151,6208.800000,104.706745
1531382401,6205.696066,6249.702000,6189.000000,6222.603415,103.387185
1531396801,6202.091796,6250.000000,6202.091796,6236.372675,113.575211
1531411201,6221.500000,6249.990000,6221.500000,6243.699974,82.797599
1531425601,6243.699900,6315.209449,6170.000000,6293.200000,87.259155
1531440001,6310.000000,6319.000000,6263.609812,6284.400000,89.460482
1531454401,6276.000066,6319.865857,6269.435689,6290.000000,91.598553
1531468801,6295.640000,6315.000000,6272.100001,6297.000000,101.891688
1531483201,6297.000000,6351.345000,6297.000000,6308.000000,105.856637
1531497601,6307.900000,6380.000000,6233.854682,6264.200000,107.182003
1531512001,6268.769900,6287.225770,6202.320000,6264.810000,104.830896
1531526401,6255.600000,6300.000000,6236.866800,6267.959249,90.311650
1531540801,6269.559239,6279.900000,6235.454760,6265.000000,89.881258
1531555201,6250.950000,6280.000000,6220.000000,6260.110000,96.023569
1531569601,6250.000000,6299.999999,6246.659571,6298.990000,104.248889
1531584001,6282.730000,6323.832969,6260.162602,6305.840000,95.823257
1531598401,6295.000000,6339.999982,6270.821445,6280.000000,91.001261
1531612801,6298.877900,6302.658982,6266.892500,6294.730000,91.440431
1531627201,6301.188100,6320.850400,6270.595801,6308.000000,90.800355
1531641601,6308.000000,6377.000000,6308.000000,6340.000200,35.198993
1531656001,6345.000001,6380.000000,6335.000000,6379.999900,7.398456
1531670401,6379.900000,6399.000000,6362.100000,6367.100000,8.728088
1531684801,6390.008918,6400.000000,6360.000000,6369.000000,71.704927
1531699201,6370.000000,6393.000000,6360.100000,6380.000000,100.120406
1531713601,6382.690000,6400.000000,6361.100000,6361.100000,96.956832
1531728001,6371.000000,6640.000000,6360.000000,6611.300014,65.328466
1531742401,6603.013600,6634.900000,6560.000000,6615.000000,111.297508
1531756801,6600.000000,6666.000000,6587.000000,6628.000000,131.045260
1531771201,6626.000000,6694.053068,6625.000000,6675.000000,119.086708
1531785601,6691.240000,6707.000000,6650.300003,6706.990000,83.580035
1531800001,6707.000000,6714.900000,6608.000001,6649.000000,121.311679
1531814401,6649.000000,6711.411056,6648.100000,6660.314701,116.581587
1531828801,6660.314701,6720.000000,6634.379064,6720.000000,99.995967
1531843201,6720.000000,7391.000000,6690.100000,7255.900000,224.174495
1531857601,7250.000000,7333.000000,7238.119403,7297.900000,144.687351
1531872001,7297.900000,7478.300000,7272.633605,7412.600000,134.910808
1531886401,7372.765586,7429.861844,7321.124976,7370.000000,144.584457
1531900801,7385.000000,7397.295243,7270.000001,7378.632676,126.246932
1531915201,7358.600000,7465.481140,7346.019227,7357.300000,84.569644
1531929601,7362.000003,7534.000000,7300.000000,7344.000000,107.451434
1531944001,7344.000000,7365.999999,7217.726712,7350.000000,116.050596
