Date,Open,High,Low,Close,Volume
1531872001,7297.900000,7297.900000,7275.000000,7276.682036,10.477028
1531873801,7280.840000,7324.899900,7276.827574,7300.000000,13.787274
1531875601,7298.100000,7300.058867,7275.000000,7275.100000,12.852101
1531877401,7283.300000,7299.999000,7272.633605,7283.880000,16.492610
1531879201,7294.000000,7297.000000,7282.100000,7291.370000,14.817487
1531881001,7295.000000,7373.000000,7282.209280,7368.109936,17.248886
1531882801,7367.809936,7478.300000,7351.400000,7407.600003,22.549158
1531884601,7407.600003,7462.742880,7372.765584,7412.600000,26.686262
1531886401,7372.765586,7418.200000,7321.124976,7381.877175,32.868139
1531888201,7381.877175,7384.200000,7355.550000,7377.400000,15.350976
1531890001,7380.000000,7398.926281,7340.600000,7370.000000,17.489685
1531891801,7370.100000,7429.861844,7370.000000,7424.952874,18.768555
1531893601,7424.952874,7424.989999,7400.000000,7400.100000,15.118461
1531895401,7400.100000,7425.127582,7399.000000,7425.000000,15.000617
1531897201,7425.000000,7425.227583,7356.810000,7379.000000,14.877674
1531899001,7379.000000,7385.000000,7351.063547,7370.000000,15.110349
1531900801,7385.000000,7397.295243,7280.000000,7282.000000,20.160284
1531902601,7280.100000,7320.000000,7270.000001,7309.602500,18.065851
1531904401,7309.602500,7341.506928,7304.800000,7320.000000,14.808924
1531906201,7327.515753,7344.600000,7309.400005,7336.800000,12.263195
1531908001,7336.900000,7369.900000,7336.900000,7360.770000,14.104986
1531909801,7360.000000,7361.926379,7319.205400,7344.600000,14.775293
1531911601,7351.950000,7367.000000,7332.000000,7354.900000,17.247145
1531913401,7354.900000,7384.554509,7348.300000,7378.632676,14.821255
1531915201,7358.600000,7400.000000,7358.600000,7400.000000,14.829981
1531917001,7400.000000,7403.742792,7380.100000,7400.000000,11.304097
1531918801,7400.000000,7403.000000,7360.636803,7388.900000,2.990876
1531920601,7370.000000,7408.000000,7360.000000,7404.000000,4.747269
1531922401,7408.000000,7465.481140,7387.300000,7409.900000,7.686056
1531924201,7408.200000,7440.119960,7393.376623,7425.400000,9.621634
1531926001,7426.000000,7426.262863,7346.019227,7368.000000,16.854571
1531927801,7394.299991,7419.000000,7355.900001,7357.300000,16.535160
1531929601,7362.000003,7411.074559,7362.000003,7403.862978,19.672997
1531931401,7387.000000,7400.000000,7360.000000,7377.700000,13.973317
1531933201,7384.000000,7400.000000,7370.000000,7390.300000,14.539323
1531935001,7398.300000,7459.000000,7385.100000,7459.000000,15.222043
1531936801,7459.000000,7534.000000,7446.567924,7446.567924,13.916884
1531938601,7440.801214,7467.924131,7359.992640,7375.000000,4.893411
1531940401,7372.400000,7403.782303,7300.000000,7360.000000,11.716231
1531942201,7350.000000,7384.146163,7322.200000,7344.000000,13.517228
1531944001,7344.000000,7344.000000,7230.100000,7281.699990,17.482040
1531945801,7268.400000,7319.889770,7217.726712,7306.000000,23.898214
1531947601,7305.000000,7329.922773,7270.300000,7300.100001,13.899487
1531949401,7329.399999,7337.800000,7289.764129,7319.799990,10.897775
1531951201,7295.400000,7323.805112,7270.000000,7276.000000,14.055242
1531953001,7260.818900,7356.910000,7257.539253,7352.063191,11.127505
1531954801,7341.910000,7365.999999,7333.343237,7339.700000,14.603010
1531956601,7333.043237,7361.000000,7333.043237,7335.760000,11.929726
