Date,Open,High,Low,Close,Volume
1529280001,0.076910,0.077400,0.076300,0.077019,3311.561170
1529366401,0.077100,0.079900,0.076773,0.079505,3416.825354
1529452801,0.079524,0.079739,0.078469,0.079438,3065.350896
1529539201,0.079314,0.080286,0.077874,0.078311,3325.703962
1529625601,0.078138,0.078432,0.075178,0.076557,3441.892781
1529712001,0.076478,0.077448,0.075624,0.076806,2828.729299
1529798401,0.076859,0.077164,0.072751,0.073955,3510.350764
1529884801,0.073935,0.075336,0.072726,0.073637,2881.274910
1529971201,0.073564,0.073699,0.070600,0.070908,3360.967567
1530057601,0.070661,0.072059,0.070000,0.071647,3050.331632
1530144001,0.071853,0.072049,0.070661,0.071904,2693.795352
1530230401,0.071832,0.072061,0.069195,0.070038,3109.086539
1530316801,0.070172,0.071543,0.069742,0.070847,3332.678427
1530403201,0.070954,0.071393,0.070457,0.071121,2677.851979
1530489601,0.071126,0.072401,0.070414,0.071608,1346.813382
1530576001,0.071960,0.072809,0.070211,0.070946,2021.997058
1530662401,0.071104,0.071893,0.070211,0.070793,3042.316986
1530748801,0.070864,0.071850,0.070695,0.071444,3282.299688
1530835201,0.071420,0.071751,0.070000,0.070878,3194.322660
1530921601,0.070969,0.071643,0.069990,0.071580,3195.882576
1531008001,0.071606,0.072989,0.071311,0.072562,3246.952409
1531094401,0.072245,0.072708,0.070500,0.070844,3130.582156
1531180801,0.070882,0.070882,0.067659,0.068855,2977.417204
1531267201,0.068978,0.069819,0.067775,0.069811,2922.159703
1531353601,0.069872,0.070132,0.068632,0.068862,2985.088114
1531440001,0.068806,0.070304,0.068806,0.069301,2990.600246
1531526401,0.069332,0.069900,0.069005,0.069228,3053.747133
1531612801,0.069299,0.071000,0.068880,0.070744,1677.742531
1531699201,0.070707,0.071803,0.069820,0.071060,3087.495826
1531785601,0.070998,0.071306,0.067520,0.067834,3724.490647
1531872001,0.067834,0.068562,0.064545,0.065008,3010.724355
